,0
633,53389.48434999999
634,60017.85998333332
635,58720.55371666666
636,58796.84660000002
637,50940.92373333331
638,50843.51710000002
639,51991.266850000015
640,51582.64673333336
641,49731.93751666667
642,47153.61631666667
643,48841.7462
644,47874.62586666666
645,47056.610166666665
646,48781.57578333335
647,46079.82135000001
648,31477.67894999999
649,27491.907783333332
650,28567.57196666665
651,26653.92111666666
652,27892.170883333354
653,28324.186116666682
654,33399.3729
655,39245.159949999994
656,40814.376550000015
657,51590.430949999994
658,51011.66990000001
659,51994.03766666668
660,52080.19933333332
661,51589.69398333333
662,49487.470683333355
663,52699.31790000001
664,56420.11090000001
665,50513.952699999994
666,44985.03148333334
667,47111.82603333334
668,47782.770866666666
669,47543.34889999999
670,46984.724966666676
671,44914.534850000004
672,37127.95463333333
673,27862.723850000002
674,29878.624600000025
675,29990.390233333317
676,29775.58625
677,30797.225133333333
678,34938.821033333326
679,54994.25933333333
680,90576.08316666663
681,119143.4964
682,170968.57254999998
683,201867.27143333328
684,200443.6017000001
685,157640.51318333333
686,137587.28453333338
687,154786.38785000003
688,151796.02210000003
689,115453.72566666671
690,82678.85083333332
691,82554.19076666668
692,91054.90313333336
693,78062.65611666668
694,53771.57458333333
695,47742.61648333334
696,37157.68353333334
697,28205.283566666658
698,27985.42156666666
699,29379.066066666674
700,29581.083733333315
701,25991.336799999986
702,36206.96061666668
703,64319.886649999986
704,96745.98656666667
705,128505.58714999999
706,180444.27053333345
707,220500.7791
708,206517.90588333335
709,174069.0600000001
710,158074.68658333333
711,164964.7762
712,163656.16628333335
713,135629.46158333338
714,93963.77193333331
715,84783.61978333333
716,103749.0113666667
717,78343.35621666671
718,48401.63155000001
719,49825.20245000001
720,45364.88133333332
721,29326.82354999999
722,29360.87785000003
723,28446.303000000014
724,29608.335583333326
725,32217.169216666654
726,36696.96098333332
727,55359.456416666646
728,98584.8024
729,126467.86436666668
730,171488.19109999997
731,203371.3642833334
732,205142.59081666672
733,162463.18204999994
734,150555.88205000001
735,162553.32335000002
736,167026.14206666674
737,125552.93813333334
738,78718.11756666667
739,75138.36380000002
740,95768.5050666667
741,72531.02519999999
742,50944.480816666684
743,49566.818416666654
744,48280.75268333334
745,28697.568016666675
746,28407.207200000008
747,32022.084400000007
748,32802.66686666667
749,30391.547116666647
750,34563.52523333334
751,46122.675666666655
752,72780.1897
753,103465.23705000003
754,154857.23894999994
755,191686.09446666675
756,197858.05039999995
757,175111.76026666668
758,147292.6036666667
759,153303.40323333335
760,157599.3618166666
761,124788.81534999998
762,77916.7229
763,72220.00186666666
764,86377.13015000001
765,72350.17958333335
766,54724.317599999995
767,47741.40125
768,36281.098366666665
769,28766.6077
770,31615.609700000015
771,27788.840733333327
772,27303.636616666667
773,29625.72924999999
774,35000.868183333325
775,57372.067266666665
776,91772.78328333332
777,123492.12056666666
778,175417.79106666666
779,219550.32836666668
780,212518.01045000003
781,164096.9581333334
782,141143.65871666672
783,150250.41925000006
784,147138.0889666667
785,134961.52201666665
786,83413.36993333338
787,66975.28110000004
788,95870.72768333335
789,74979.82493333334
790,57282.219299999975
791,46794.29068333334
792,47086.365000000005
793,28083.252650000017
794,27474.750650000005
795,27043.74283333334
796,25769.908183333326
797,28445.662716666655
798,37676.13973333333
799,34526.60585
800,43937.88224999999
801,48804.10889999999
802,46763.139216666685
803,57100.793399999966
804,59399.38586666668
805,56030.82873333337
806,50930.19561666669
807,51561.975466666656
808,56905.83113333333
809,53265.00461666666
810,50286.145649999984
811,49538.95583333335
812,49522.31665
813,51234.865249999995
814,49169.10248333333
815,37331.15423333333
816,34555.93648333333
817,25728.306266666666
818,25949.774800000007
819,24170.000500000002
820,25629.733616666683
821,28404.666466666673
822,30249.8622
823,29415.367733333333
824,45664.03376666669
825,52468.041966666664
826,55333.09496666666
827,56711.882166666655
828,54469.7316666667
829,52558.858366666675
830,50465.17424999999
831,49989.25948333335
832,51637.16433333335
833,50071.09218333334
834,46403.06405000001
835,48720.606599999985
836,50827.50541666665
837,50914.91696666667
838,49917.89925000001
839,47382.36718333336
840,40247.202683333344
841,27620.138733333337
842,29541.805183333327
843,30042.801583333323
844,30877.004033333335
845,31118.753
846,34486.7768
847,49109.888599999984
848,87484.45185000001
849,121502.50756666664
850,199406.5998500001
851,223793.14006666667
852,226213.16100000014
853,172126.2060666666
854,156689.68140000006
855,173809.53631666675
856,172306.15506666663
857,134532.37076666666
858,82190.53995000002
859,75886.89525000003
860,101221.09950000004
861,72091.03043333333
862,51550.65601666666
863,43234.22861666667
864,37492.71171666665
865,30062.05611666668
866,32178.143016666683
867,32371.025866666674
868,30046.86608333332
869,27885.184183333327
870,37911.32771666667
871,58476.32138333333
872,97525.04376666665
873,130740.19485000003
874,177510.3356833333
875,206309.91090000002
876,206568.1891166667
877,171113.27261666657
878,156004.08291666664
879,166058.60301666672
880,175615.84145
881,130381.10924999998
882,84825.48389999996
883,74963.14885
884,101326.81181666661
885,85687.43413333334
886,57682.378566666666
887,53222.49111666667
888,46406.01163333333
889,27685.27455
890,27491.069433333338
891,26240.301633333333
892,28903.635349999997
893,26753.251583333335
894,33280.724449999994
895,44481.79226666667
896,89542.16554999998
897,127334.42088333335
898,171093.92034999988
899,215565.39695000002
900,206293.17181666658
901,171837.4074833333
902,153842.66340000005
903,164346.42388333337
904,163033.1111
905,131584.4237333334
906,78200.41243333333
907,77875.45098333334
908,94217.35509999999
909,75239.65690000002
910,57669.14240000001
911,45283.524150000005
912,30667.517633333333
913,27623.957166666685
914,31096.204733333325
915,28966.58408333333
916,27897.869899999994
917,29706.33588333334
918,36607.176233333324
919,60434.50315
920,95786.80318333338
921,117844.76215000002
922,163416.25146666673
923,199687.58229999986
924,198313.2674833333
925,156869.8722333332
926,137409.71475
927,153271.15459999998
928,157271.07205000008
929,125924.67966666669
930,80282.85253333331
931,73119.59543333336
932,86924.28495000003
933,70398.62726666668
934,52150.25485
935,46874.33916666668
936,41484.97191666668
937,28523.67151666668
938,27447.605350000005
939,26462.236666666675
940,30157.667566666667
941,31341.001849999997
942,29051.84185
943,46036.18401666669
944,88363.37568333332
945,128257.98393333337
946,168628.14081666668
947,211112.25913333334
948,211479.81201666655
949,166723.44316666666
950,149168.30928333334
951,157158.25703333344
952,168282.77843333335
953,135181.83231666667
954,87014.99011666664
955,77347.00854999998
956,101379.89698333335
957,78485.15698333333
958,47663.59728333333
959,46523.82913333333
960,43255.41793333335
961,25429.436100000003
962,26693.173016666646
963,26773.00538333334
964,29365.33909999999
965,30770.42295000001
966,42615.993183333354
967,41416.784199999995
968,43351.783350000005
969,48595.430166666665
970,54858.89304999999
971,59837.25141666667
972,58207.30678333337
973,51808.04183333334
974,47534.20925
975,48561.49034999999
976,51897.343733333335
977,51856.778350000044
978,48434.120033333325
979,45283.84283333333
980,45939.3149
981,47421.88109999999
982,46841.81723333333
983,39724.51991666665
984,30645.786983333335
985,25852.125800000005
986,25748.128099999998
987,25775.007183333317
988,30340.252616666658
989,30081.08165
990,29065.71405
991,28760.706916666666
992,39949.01246666665
993,46763.63516666667
994,51155.97820000003
995,61989.784700000004
996,60915.442783333354
997,55891.8454166667
998,53060.59276666667
999,51188.700283333346
1000,52274.70846666666
1001,51751.39803333333
1002,49596.3149
1003,47098.6581
1004,48650.901000000005
1005,48148.58433333333
1006,48243.978950000004
1007,48930.4389
1008,42422.29569999999
1009,28623.290000000023
1010,29178.005683333347
1011,29098.68051666667
1012,30335.915116666663
1013,35154.0822
1014,40672.291383333344
1015,55124.74088333333
1016,94993.52846666667
1017,124748.38596666667
1018,190038.00106666677
1019,219198.02008333334
1020,222721.13761666685
1021,175612.08028333343
1022,156844.49486666668
1023,164580.78161666667
1024,167950.70416666666
1025,134897.4766833333
1026,87024.51809999999
1027,79506.38443333331
1028,106569.78291666666
1029,79208.51878333332
1030,55373.54703333334
1031,53615.52231666667
1032,46296.87530000001
1033,27377.50539999999
1034,28372.337633333347
1035,27190.251983333328
1036,29049.583383333356
1037,32291.417800000007
1038,42123.92406666667
1039,69873.45245
1040,93943.79971666666
1041,134199.2153666667
1042,179152.11871666662
1043,198011.7478333333
1044,193790.4754
1045,162896.19615
1046,145830.61638333328
1047,161685.6712
1048,163358.50849999997
1049,123019.08491666672
1050,86582.06158333336
1051,82999.0409166667
1052,95793.43796666668
1053,76689.39461666669
1054,53298.98823333334
1055,48319.911416666684
1056,37471.44793333333
1057,28136.60763333333
1058,31710.805266666674
1059,32670.734400000012
1060,31153.71673333334
1061,30297.215883333352
1062,35031.762549999985
1063,38967.23186666666
1064,77983.81025
1065,127786.73645
1066,194377.28906666665
1067,223237.7071166666
1068,202183.11271666674
1069,166674.05624999997
1070,151191.98199999996
1071,159707.1799833333
1072,177730.44141666664
1073,131139.37793333334
1074,79801.25253333336
1075,75933.02703333333
1076,94145.97644999999
1077,73179.05418333333
1078,56473.03823333331
1079,43601.29166666668
1080,31184.86383333334
1081,29016.4399
1082,28207.92236666665
1083,28075.33228333334
1084,28576.26404999999
1085,30971.86375
1086,31825.736800000002
1087,52521.313549999984
1088,102491.56116666671
1089,139944.32655000003
1090,173392.65841666664
1091,213282.90173333316
1092,195786.25588333345
1093,150610.24416666667
1094,132359.05898333335
1095,148254.79426666666
1096,162261.83753333328
1097,115797.68843333333
1098,78837.45436666667
1099,74534.83323333334
1100,102718.90206666666
1101,81471.76323333335
1102,52170.34723333331
1103,50053.65088333333
1104,44658.267883333356
1105,29119.07876666668
1106,30788.560516666657
1107,30186.374350000002
1108,27202.29161666667
1109,29535.08891666668
1110,31868.576599999997
1111,40722.721916666684
1112,92073.99781666666
1113,130781.84538333338
1114,173825.69329999998
1115,201851.27115000004
1116,195200.76458333337
1117,149378.18858333334
1118,128056.85820000006
1119,140133.85721666663
1120,138001.46275
1121,117756.48666666671
1122,82301.33153333332
1123,72666.17241666667
1124,84161.35855000002
1125,68856.6238
1126,49123.775616666666
1127,44377.212350000016
1128,34886.44021666666
1129,26840.96170000002
1130,27674.061349999996
1131,28184.835933333343
1132,29023.93738333333
1133,25531.187083333334
1134,29346.089749999996
1135,37059.94835
1136,42143.72166666666
1137,51022.09896666666
1138,53383.580500000004
1139,50345.07239999999
1140,54628.11161666668
1141,52812.97416666667
1142,48766.39168333331
1143,51378.33985000001
1144,53096.99388333333
1145,50891.43866666664
1146,45237.497166666675
1147,46661.83518333334
1148,45971.83504999999
1149,45389.366966666676
1150,45210.74646666669
1151,37390.194266666665
1152,31906.549400000007
1153,26315.40645000001
1154,25966.139883333337
1155,25957.437733333343
1156,25085.417983333336
1157,31761.251666666707
1158,30137.20766666668
1159,28782.64200000001
1160,38489.505699999994
1161,47655.76715
1162,50244.37608333334
1163,56086.95645000004
1164,58072.19325000002
1165,55423.006000000016
1166,48963.2223
1167,51601.52406666667
1168,53612.69321666668
1169,51343.836966666655
1170,50352.31086666666
1171,49504.74346666666
1172,47276.27190000003
1173,48748.45118333333
1174,50550.59946666668
1175,50401.571133333346
1176,44462.69376666666
1177,29016.893599999996
1178,29006.55915
1179,28629.520350000006
1180,31374.614300000005
1181,32579.911149999985
1182,37458.29724999999
1183,39088.414066666664
1184,76786.80128333332
1185,121470.68555000004
1186,180324.58528333332
1187,207824.6856
1188,199910.11530000003
1189,162676.55713333338
1190,148182.99835000007
1191,163448.84098333342
1192,168384.94378333338
1193,125504.96066666668
1194,74469.18776666666
1195,72002.83641666667
1196,99447.19764999997
1197,77024.01163333331
1198,54516.45023333333
1199,46387.487316666666
1200,35894.13973333333
1201,28300.341299999993
1202,29277.97244999999
1203,30302.215033333337
1204,28283.972216666665
1205,29476.0873
1206,38615.169933333345
1207,68585.48395000002
1208,93568.86616666666
1209,129369.90623333336
1210,158802.88273333336
1211,200623.05049999998
1212,207299.41159999996
1213,156327.37915000008
1214,132804.22989999998
1215,139081.5058166667
1216,149916.43116666662
1217,117035.46926666662
1218,79066.69266666667
1219,83693.95333333334
1220,96564.86726666668
1221,69050.39505000002
1222,55725.25551666665
1223,41492.37928333332
1224,34154.2496
1225,29024.418999999998
1226,32162.01693333334
1227,28239.881650000007
1228,29357.58333333334
1229,29212.50143333334
1230,34257.745616666674
1231,47329.97508333334
1232,93701.48176666668
1233,129242.1274833334
1234,174872.19985
1235,200184.54583333334
1236,179299.60101666674
1237,157775.1224666666
1238,134014.26490000007
1239,149163.59136666672
1240,152117.07581666662
1241,113895.43866666665
1242,81484.6033
1243,79154.99118333335
1244,102930.83501666666
1245,76433.72531666668
1246,51596.74491666668
1247,49743.749583333345
1248,46348.712250000004
1249,27778.857549999993
1250,27686.94075
1251,28497.38863333334
1252,29812.80863333334
1253,30960.50203333335
1254,37709.86646666668
1255,51820.98086666668
1256,88216.98533333333
1257,139617.12038333333
1258,185026.71058333342
1259,206857.86218333335
1260,206886.41416666668
1261,161023.47704999996
1262,143584.16956666668
1263,151224.59775
1264,144994.1132333333
1265,128590.78096666672
1266,82951.82473333327
1267,71619.52103333334
1268,87715.41741666668
1269,68382.82546666669
1270,49712.87999999999
1271,55745.16201666666
1272,47173.699366666646
1273,26801.122349999994
1274,29009.18670000001
1275,28848.750666666692
1276,29094.053183333333
1277,28911.25081666666
1278,30605.2571
1279,32970.930766666665
1280,69931.77768333333
1281,110802.25729999997
1282,155893.30543333344
1283,201954.7843666667
1284,196850.43536666673
1285,150077.6882166667
1286,139959.0662166667
1287,150813.43005
1288,149079.0548166666
1289,116254.2252666667
1290,74224.0561
1291,64041.9713
1292,92470.53103333332
1293,80572.3649
1294,59448.51715000001
1295,45236.120950000004
1296,33681.72015000001
1297,25746.439850000002
1298,26636.85788333331
1299,26254.36803333335
1300,24709.571333333333
1301,25315.0892
1302,27478.3022
1303,28910.973883333332
1304,34301.657366666666
1305,46563.21520000001
1306,48025.62108333335
1307,52814.121533333346
1308,52153.318533333324
1309,54563.93218333337
1310,49612.093433333335
1311,51671.404983333356
1312,52816.663166666665
1313,48160.46255000002
1314,46116.07143333334
1315,46784.031216666655
1316,46949.53116666666
1317,47422.41935000001
1318,49956.605983333335
1319,48733.12250000001
1320,44310.51351666668
1321,26298.092233333333
1322,27863.854383333328
1323,26718.647900000004
1324,26426.418216666658
1325,29359.830916666684
1326,28466.483949999998
1327,32157.976750000005
1328,38122.25496666667
1329,47069.54523333334
1330,47311.813416666664
1331,53480.522016666684
1332,59819.61716666668
1333,52418.31296666669
1334,51193.86025
1335,53905.61076666667
1336,53539.247483333376
1337,51438.900649999996
1338,57344.00100000001
1339,50734.62171666667
1340,48190.436883333336
1341,48878.880733333324
1342,48615.07543333332
1343,45613.63351666667
1344,34260.950033333334
1345,29509.72136666666
1346,30103.00424999999
1347,29275.854400000004
1348,31352.92171666668
1349,31987.422550000007
1350,35093.03878333335
1351,48847.70178333335
1352,87469.66228333332
1353,131031.10438333335
1354,185121.9255666668
1355,218616.4534500001
1356,201351.1608333333
1357,186754.44963333334
1358,161767.26475
1359,168397.28663333337
1360,180365.91093333342
1361,132091.64331666668
1362,88414.38603333336
1363,78549.8769333333
1364,95716.76279999998
1365,78269.76688333334
1366,53201.30016666666
1367,48555.19579999999
1368,47480.92103333332
1369,28158.057333333334
1370,27661.408799999994
1371,29891.40016666665
1372,31458.314600000005
1373,30501.447983333324
1374,38095.39579999999
1375,54402.27591666666
1376,87696.28751666665
1377,121688.13046666667
1378,180794.15171666665
1379,206851.70123333318
1380,200723.29773333325
1381,164136.17648333346
